satisfaction,gender,age,customer_type,type_of_travel,class,flight_distance,"комфорт, еда, развлечения",сервис/обслуживание,интернет сервис,основные функции
0,1,27,1,0,1,213,2.0,4.0,3.0,2.0
0,1,62,1,0,1,213,3.0,2.0,3.0,2.0
0,1,14,1,0,1,213,1.0,3.0,2.0,3.0
0,1,12,1,0,1,296,4.0,2.0,3.0,1.0
0,0,21,1,0,1,315,3.0,4.0,3.0,2.0
0,0,24,0,1,0,557,2.0,4.0,2.0,2.0
1,0,22,1,1,2,557,3.0,4.0,4.0,3.0
1,1,47,1,1,2,3230,4.0,4.0,4.0,3.0
1,1,48,1,1,2,2817,4.0,4.0,3.0,3.0
1,0,54,1,1,2,2763,4.0,4.0,2.0,3.0
0,0,26,1,1,0,557,2.0,3.0,2.0,3.0
0,0,25,1,1,0,557,3.0,2.0,4.0,3.0
0,1,38,1,1,0,557,2.0,3.0,2.0,2.0
0,0,40,0,1,2,557,4.0,3.0,2.0,1.0
0,1,22,0,1,0,557,0.0,4.0,2.0,3.0
0,1,29,1,1,2,3256,3.0,3.0,2.0,3.0
0,1,40,0,1,2,557,3.0,4.0,2.0,1.0
0,1,49,1,0,0,557,2.0,3.0,2.0,2.0
0,0,7,1,0,0,557,3.0,2.0,3.0,3.0
0,1,13,1,0,0,557,2.0,3.0,3.0,2.0
0,0,69,1,0,0,557,2.0,2.0,3.0,2.0
1,1,40,1,0,0,557,4.0,2.0,3.0,3.0
1,1,58,1,1,2,3296,3.0,5.0,2.0,3.0
1,0,37,1,1,2,2855,3.0,2.0,4.0,4.0
1,0,52,1,1,2,3306,4.0,3.0,4.0,3.0
1,1,60,1,1,2,2084,3.0,5.0,4.0,4.0
1,0,49,1,1,2,1654,4.0,4.0,4.0,3.0
1,0,27,1,1,2,2306,4.0,4.0,3.0,3.0
1,0,57,1,1,2,599,4.0,4.0,3.0,3.0
1,1,44,1,1,2,1738,3.0,5.0,4.0,4.0
1,0,30,1,1,2,599,4.0,4.0,1.0,3.0
1,0,32,1,1,2,3964,3.0,3.0,1.0,3.0
1,0,34,1,1,2,599,3.0,5.0,3.0,3.0
0,1,45,0,1,2,599,3.0,4.0,3.0,3.0
1,0,51,1,1,2,2425,3.0,5.0,1.0,3.0
0,1,28,1,1,0,599,2.0,3.0,2.0,2.0
1,1,60,1,1,2,3159,4.0,2.0,1.0,3.0
1,1,36,1,1,2,646,3.0,4.0,3.0,4.0
1,0,59,1,1,2,599,3.0,5.0,2.0,3.0
0,1,7,1,1,2,3138,2.0,1.0,1.0,3.0
0,0,30,1,1,2,2875,3.0,2.0,1.0,2.0
0,1,25,1,1,0,599,2.0,3.0,3.0,2.0
0,1,11,1,1,2,2421,3.0,3.0,2.0,3.0
0,0,44,1,1,2,199,2.0,2.0,3.0,3.0
0,0,26,1,0,0,599,2.0,4.0,2.0,3.0
0,0,19,1,0,0,599,3.0,2.0,2.0,2.0
0,1,63,1,0,0,599,2.0,3.0,3.0,2.0
0,0,64,1,0,0,599,2.0,2.0,2.0,4.0
0,1,48,1,0,0,599,3.0,3.0,3.0,2.0
1,0,12,1,0,0,599,4.0,3.0,3.0,2.0
0,1,13,1,0,0,599,2.0,4.0,2.0,3.0
1,1,56,1,1,2,2432,3.0,3.0,4.0,3.0
1,0,35,1,0,1,599,2.0,2.0,3.0,4.0
1,0,50,1,1,2,3761,4.0,4.0,2.0,3.0
0,0,38,0,1,2,473,1.0,4.0,3.0,3.0
0,1,44,1,1,2,3736,3.0,2.0,3.0,3.0
0,0,33,1,1,2,528,1.0,2.0,2.0,3.0
0,0,20,0,1,2,207,3.0,3.0,2.0,1.0
1,1,59,1,1,2,218,3.0,4.0,3.0,4.0
0,0,7,1,0,2,607,1.0,4.0,2.0,3.0
0,1,53,1,0,2,473,3.0,4.0,4.0,2.0
1,0,54,1,1,2,2093,3.0,4.0,4.0,3.0
0,0,27,1,1,2,3396,3.0,3.0,3.0,3.0
1,1,15,1,1,2,2959,3.0,4.0,4.0,4.0
1,1,38,0,1,2,618,1.0,3.0,3.0,3.0
1,0,41,1,1,2,607,4.0,3.0,3.0,3.0
1,0,51,1,1,2,3091,3.0,4.0,3.0,4.0
1,1,38,1,1,2,1604,4.0,3.0,2.0,3.0
1,1,24,0,1,2,473,4.0,4.0,3.0,3.0
0,0,36,0,1,2,473,3.0,4.0,3.0,3.0
1,1,56,1,1,2,3255,3.0,5.0,3.0,3.0
0,1,31,1,1,0,528,3.0,2.0,4.0,3.0
1,1,38,0,1,2,473,0.0,4.0,3.0,4.0
1,0,59,1,1,2,3795,3.0,4.0,2.0,3.0
1,0,51,1,1,2,3906,3.0,3.0,2.0,4.0
0,0,30,1,1,2,607,3.0,2.0,2.0,3.0
1,0,42,1,1,2,2280,3.0,4.0,4.0,3.0
1,0,52,1,1,2,3483,3.0,4.0,4.0,4.0
1,1,30,1,1,2,473,1.0,3.0,5.0,2.0
0,0,29,1,1,0,607,2.0,3.0,2.0,3.0
0,0,33,1,1,2,473,2.0,4.0,1.0,3.0
0,1,55,1,1,2,473,3.0,0.0,2.0,3.0
1,1,53,1,1,2,607,3.0,5.0,2.0,3.0
1,0,41,1,1,2,3423,3.0,4.0,4.0,3.0
0,0,55,1,1,0,528,2.0,3.0,1.0,3.0
1,1,52,1,1,2,473,4.0,3.0,4.0,3.0
0,1,39,1,1,0,607,1.0,3.0,2.0,2.0
0,1,30,1,1,2,3092,3.0,1.0,2.0,3.0
0,0,26,0,1,0,607,2.0,2.0,2.0,2.0
0,0,49,1,1,2,207,2.0,3.0,3.0,3.0
1,1,42,1,1,2,207,2.0,4.0,3.0,3.0
0,0,40,1,1,2,128,3.0,1.0,3.0,3.0
1,1,61,1,1,2,207,3.0,3.0,1.0,2.0
1,0,68,1,0,0,473,2.0,2.0,3.0,2.0
1,1,65,1,0,0,473,0.0,3.0,4.0,4.0
0,0,56,1,0,0,528,3.0,2.0,3.0,2.0
0,0,38,1,0,0,618,1.0,3.0,3.0,4.0
0,0,53,1,0,0,618,3.0,2.0,2.0,4.0
0,0,36,1,0,0,607,4.0,4.0,3.0,3.0
0,0,23,1,0,0,528,4.0,3.0,3.0,2.0
0,1,26,1,0,0,607,1.0,4.0,3.0,3.0
0,0,67,1,0,0,607,3.0,2.0,2.0,3.0
0,0,44,1,0,0,473,2.0,5.0,2.0,3.0
0,1,27,1,0,0,607,2.0,4.0,3.0,2.0
0,0,45,1,0,0,618,3.0,2.0,2.0,3.0
0,1,57,1,0,0,473,4.0,2.0,3.0,2.0
0,0,44,1,0,0,528,3.0,2.0,2.0,3.0
0,0,69,1,0,0,618,3.0,4.0,2.0,3.0
0,1,51,1,0,0,473,3.0,3.0,2.0,2.0
0,1,47,1,0,0,473,3.0,2.0,2.0,2.0
0,1,17,1,0,0,528,4.0,4.0,2.0,1.0
0,0,45,1,0,0,473,2.0,3.0,3.0,3.0
0,0,16,1,0,0,607,3.0,4.0,3.0,3.0
1,1,27,0,1,2,473,4.0,4.0,3.0,3.0
1,0,39,1,1,2,3199,3.0,3.0,4.0,3.0
0,0,18,0,1,0,473,3.0,3.0,2.0,2.0
1,0,36,1,1,2,1504,3.0,3.0,3.0,3.0
0,0,64,1,0,1,473,3.0,2.0,2.0,2.0
0,1,56,1,1,2,3178,2.0,1.0,1.0,3.0
1,0,58,1,1,2,1945,3.0,4.0,3.0,3.0
0,1,32,1,1,2,3803,3.0,2.0,2.0,3.0
1,0,54,1,1,2,719,4.0,4.0,2.0,3.0
0,1,25,1,1,0,719,2.0,3.0,1.0,3.0
0,1,25,1,1,0,719,3.0,3.0,3.0,3.0
1,1,57,1,1,2,719,3.0,4.0,4.0,3.0
0,0,55,1,0,0,719,3.0,2.0,1.0,3.0
1,1,46,1,0,0,719,3.0,4.0,3.0,4.0
0,1,41,1,0,0,719,2.0,4.0,3.0,2.0
0,0,24,1,0,0,719,1.0,3.0,3.0,1.0
0,1,60,1,0,0,719,2.0,4.0,2.0,2.0
1,0,14,1,0,0,719,1.0,4.0,2.0,1.0
1,0,51,1,1,2,416,4.0,4.0,4.0,3.0
1,0,46,1,1,2,2386,3.0,5.0,2.0,4.0
0,0,61,1,1,2,3201,2.0,1.0,4.0,3.0
1,1,47,0,1,2,416,4.0,4.0,4.0,4.0
0,0,47,1,1,0,416,2.0,2.0,2.0,3.0
0,0,52,1,1,0,416,3.0,3.0,2.0,2.0
1,1,58,1,1,2,3224,3.0,3.0,4.0,3.0
1,0,61,1,1,0,416,3.0,2.0,2.0,3.0
0,0,48,1,1,2,3431,2.0,3.0,1.0,3.0
0,0,13,1,0,0,416,4.0,3.0,3.0,1.0
0,1,53,1,0,0,416,2.0,2.0,2.0,2.0
1,0,39,1,1,2,3985,4.0,3.0,2.0,3.0
0,0,21,1,1,1,416,3.0,2.0,1.0,3.0
0,0,68,1,0,1,416,4.0,3.0,3.0,2.0
1,1,50,1,1,2,3545,4.0,3.0,3.0,3.0
0,0,59,1,1,2,1524,2.0,2.0,4.0,3.0
0,1,22,0,1,2,438,1.0,2.0,3.0,4.0
0,1,61,1,0,2,438,3.0,1.0,2.0,3.0
0,0,47,1,0,2,438,2.0,1.0,4.0,3.0
0,1,20,0,1,0,438,0.0,4.0,2.0,3.0
1,1,25,0,1,2,438,1.0,4.0,3.0,4.0
1,1,60,1,1,2,3921,4.0,1.0,2.0,3.0
1,0,57,1,1,2,403,3.0,4.0,1.0,3.0
0,1,25,0,1,2,403,4.0,3.0,3.0,1.0
1,1,39,1,1,2,3313,3.0,1.0,1.0,3.0
1,0,51,1,1,2,3629,3.0,5.0,2.0,3.0
1,1,54,1,1,2,1585,3.0,4.0,2.0,3.0
1,1,22,0,1,0,438,2.0,3.0,4.0,3.0
1,1,45,1,1,2,258,4.0,3.0,3.0,3.0
1,0,43,1,1,2,3477,3.0,4.0,2.0,3.0
1,0,46,1,1,2,258,4.0,3.0,4.0,3.0
1,0,61,1,1,2,403,3.0,4.0,3.0,3.0
1,0,55,1,1,2,438,3.0,4.0,4.0,3.0
1,1,57,1,1,2,438,3.0,3.0,4.0,3.0
1,1,19,0,1,0,258,3.0,4.0,2.0,1.0
1,0,36,1,1,2,1769,3.0,3.0,4.0,3.0
1,0,39,1,1,2,403,3.0,3.0,3.0,3.0
1,1,50,1,1,2,3632,4.0,3.0,3.0,3.0
0,1,44,1,1,0,403,3.0,3.0,2.0,3.0
0,0,58,0,1,2,438,4.0,4.0,2.0,1.0
1,1,29,1,1,2,1697,3.0,4.0,3.0,3.0
0,0,37,1,1,0,403,4.0,2.0,2.0,3.0
0,1,25,0,1,0,403,4.0,3.0,3.0,3.0
1,1,22,0,1,2,258,2.0,3.0,3.0,3.0
1,0,54,1,1,2,3303,3.0,4.0,2.0,4.0
1,1,66,1,1,2,3672,3.0,4.0,2.0,3.0
1,0,54,1,1,2,315,4.0,4.0,2.0,3.0
0,0,37,1,1,0,258,1.0,3.0,2.0,2.0
0,1,37,1,1,0,403,2.0,2.0,2.0,2.0
1,1,39,1,1,2,2308,3.0,1.0,3.0,3.0
0,1,23,0,1,0,438,3.0,2.0,3.0,2.0
0,1,56,1,1,2,2071,2.0,3.0,1.0,3.0
0,0,21,1,0,0,438,4.0,4.0,3.0,3.0
0,1,31,1,0,0,438,3.0,4.0,3.0,4.0
0,0,49,1,0,0,438,4.0,3.0,3.0,3.0
0,1,32,1,0,0,258,5.0,2.0,4.0,2.0
0,0,15,1,0,0,258,2.0,3.0,3.0,2.0
0,1,12,1,0,0,438,2.0,3.0,3.0,1.0
0,1,15,1,0,0,438,3.0,4.0,3.0,1.0
0,0,17,1,0,0,438,4.0,4.0,3.0,2.0
0,1,50,1,0,0,403,2.0,3.0,3.0,3.0
0,0,14,1,0,0,258,3.0,3.0,3.0,2.0
0,1,62,1,0,0,438,5.0,2.0,3.0,2.0
0,1,41,1,0,0,438,1.0,3.0,3.0,3.0
0,1,39,1,0,0,438,1.0,3.0,3.0,2.0
0,0,43,1,0,0,258,3.0,2.0,1.0,2.0
0,1,12,1,0,0,438,1.0,4.0,2.0,2.0
0,1,25,1,0,0,438,4.0,2.0,3.0,2.0
0,1,53,1,0,0,258,2.0,3.0,3.0,3.0
1,1,61,1,1,2,403,4.0,4.0,1.0,3.0
1,0,40,1,1,2,1574,3.0,3.0,2.0,4.0
1,0,42,1,1,2,268,3.0,3.0,1.0,3.0
1,1,40,1,1,2,3906,3.0,5.0,4.0,3.0
0,1,26,0,1,2,268,1.0,4.0,2.0,2.0
0,0,45,0,1,2,334,1.0,3.0,3.0,2.0
1,1,60,1,1,2,3822,3.0,3.0,4.0,3.0
0,0,36,0,1,0,268,4.0,3.0,3.0,2.0
0,0,28,0,1,0,334,4.0,3.0,2.0,1.0
1,0,60,1,1,2,1776,3.0,2.0,3.0,3.0
0,0,19,1,0,0,334,4.0,3.0,2.0,2.0
0,0,36,1,1,1,268,3.0,2.0,4.0,3.0
0,0,8,1,0,1,268,1.0,3.0,2.0,2.0
1,0,51,1,1,2,2235,3.0,4.0,3.0,3.0
1,1,42,1,1,2,122,3.0,4.0,1.0,3.0
0,1,22,0,1,0,224,2.0,4.0,2.0,2.0
0,0,37,1,1,2,3987,3.0,2.0,1.0,3.0
0,0,53,1,0,2,223,2.0,5.0,2.0,2.0
1,1,45,1,1,2,1720,3.0,4.0,1.0,3.0
1,0,59,1,1,2,235,2.0,4.0,1.0,1.0
0,0,23,0,1,0,122,3.0,3.0,2.0,2.0
1,1,25,1,1,2,2922,4.0,4.0,1.0,3.0
1,0,43,0,1,2,122,1.0,3.0,3.0,3.0
1,1,60,1,1,2,2423,3.0,5.0,2.0,3.0
1,0,42,1,1,2,2644,3.0,4.0,2.0,3.0
1,1,46,1,1,2,2989,3.0,3.0,1.0,3.0
1,0,41,1,1,2,2240,3.0,3.0,4.0,3.0
1,0,30,0,1,2,235,0.0,4.0,3.0,3.0
1,0,37,0,1,2,223,0.0,4.0,4.0,4.0
0,0,38,0,1,2,224,2.0,4.0,3.0,4.0
1,1,54,1,1,2,1764,3.0,5.0,4.0,3.0
1,0,37,1,1,2,223,3.0,4.0,4.0,3.0
1,1,52,1,1,2,122,3.0,2.0,1.0,3.0
0,1,65,0,1,2,235,2.0,4.0,3.0,3.0
0,0,37,0,1,2,235,2.0,3.0,2.0,2.0
1,0,55,1,1,2,137,4.0,2.0,1.0,3.0
1,0,45,1,1,2,2688,4.0,2.0,3.0,3.0
1,1,50,1,1,2,3621,3.0,4.0,3.0,3.0
1,1,38,0,1,2,235,3.0,4.0,4.0,3.0
1,1,55,1,1,2,18,3.0,5.0,1.0,3.0
1,0,41,1,1,2,303,3.0,4.0,2.0,4.0
1,0,40,1,1,2,3005,4.0,4.0,4.0,3.0
1,1,24,0,1,2,223,2.0,4.0,3.0,4.0
1,1,58,1,1,2,235,3.0,4.0,3.0,3.0
1,0,45,1,1,2,3810,3.0,4.0,1.0,3.0
0,1,56,1,1,2,1962,3.0,4.0,3.0,3.0
0,1,38,1,1,2,224,1.0,1.0,1.0,3.0
0,1,64,1,1,0,223,3.0,3.0,3.0,3.0
0,0,26,0,1,2,303,3.0,3.0,2.0,2.0
1,1,52,1,1,2,1965,3.0,4.0,3.0,3.0
0,0,54,1,1,2,224,2.0,2.0,3.0,2.0
1,1,43,1,1,2,3724,3.0,5.0,2.0,3.0
0,1,20,1,1,2,235,3.0,3.0,2.0,3.0
0,1,67,1,1,2,3462,2.0,4.0,3.0,3.0
0,1,66,1,1,2,3031,2.0,2.0,3.0,3.0
0,1,56,1,1,2,3803,2.0,0.0,3.0,3.0
0,1,60,1,1,0,224,2.0,3.0,4.0,3.0
1,1,16,1,1,2,223,3.0,4.0,1.0,3.0
1,0,8,0,1,2,235,4.0,4.0,3.0,3.0
0,0,59,1,1,2,3708,1.0,1.0,4.0,2.0
0,1,36,1,0,0,235,3.0,3.0,2.0,1.0
0,1,12,1,0,0,235,4.0,4.0,3.0,2.0
0,1,20,1,0,0,235,4.0,3.0,2.0,1.0
0,1,35,1,0,0,137,4.0,4.0,3.0,3.0
0,1,57,1,0,0,137,4.0,2.0,3.0,3.0
0,1,56,1,0,0,224,3.0,4.0,2.0,1.0
0,1,40,1,0,0,235,2.0,4.0,3.0,1.0
0,1,35,1,0,0,235,3.0,3.0,2.0,1.0
1,1,26,1,0,0,122,4.0,3.0,3.0,3.0
0,0,49,1,0,0,122,4.0,4.0,3.0,4.0
0,1,49,1,0,0,235,3.0,4.0,3.0,3.0
0,1,70,1,0,0,235,3.0,3.0,3.0,2.0
0,1,14,1,0,0,235,2.0,4.0,2.0,1.0
0,1,11,1,0,0,223,3.0,4.0,2.0,1.0
0,0,50,1,0,0,224,3.0,3.0,2.0,3.0
0,0,29,1,0,0,122,3.0,2.0,3.0,3.0
0,1,54,1,0,0,224,1.0,3.0,2.0,1.0
0,1,50,1,0,0,122,2.0,3.0,2.0,1.0
0,1,60,1,0,0,235,1.0,3.0,3.0,2.0
0,1,36,1,0,0,303,1.0,4.0,3.0,3.0
0,1,59,1,0,0,137,4.0,3.0,2.0,2.0
0,0,66,1,0,0,235,2.0,2.0,3.0,3.0
0,1,69,1,0,0,224,2.0,2.0,3.0,2.0
0,0,22,1,0,0,122,3.0,3.0,2.0,1.0
0,1,33,1,0,0,137,4.0,2.0,2.0,1.0
0,0,61,1,0,0,223,4.0,3.0,2.0,4.0
0,0,31,1,0,0,223,0.0,4.0,3.0,3.0
0,1,48,1,0,0,137,5.0,2.0,2.0,1.0
0,0,64,1,0,0,235,3.0,3.0,2.0,3.0
0,1,57,1,0,0,235,3.0,4.0,3.0,3.0
0,0,19,1,0,0,223,5.0,2.0,2.0,1.0
1,0,25,0,1,2,303,4.0,4.0,4.0,4.0
1,0,41,1,1,2,224,3.0,4.0,4.0,3.0
0,0,38,0,1,2,235,1.0,4.0,2.0,2.0
0,0,15,1,1,1,122,2.0,2.0,1.0,3.0
0,1,30,1,0,1,224,3.0,3.0,3.0,1.0
1,0,45,1,0,1,235,3.0,3.0,3.0,4.0
1,1,39,1,1,2,1803,2.0,3.0,3.0,3.0
1,1,53,1,1,2,622,4.0,3.0,1.0,3.0
1,0,49,1,1,2,622,3.0,5.0,4.0,3.0
0,0,60,1,1,2,1624,2.0,3.0,2.0,3.0
0,0,20,0,1,0,622,4.0,3.0,3.0,2.0
0,1,7,1,1,2,3903,3.0,3.0,4.0,3.0
1,1,60,1,1,2,1888,3.0,3.0,1.0,3.0
0,1,36,1,1,2,622,2.0,2.0,3.0,3.0
1,1,58,1,1,2,3059,3.0,4.0,4.0,3.0
0,1,32,1,1,2,2607,1.0,3.0,1.0,2.0
1,1,23,0,1,0,622,4.0,3.0,3.0,4.0
1,1,46,1,1,2,622,3.0,3.0,1.0,3.0
1,0,22,0,1,2,622,3.0,4.0,3.0,4.0
1,0,28,1,1,2,2070,2.0,4.0,2.0,3.0
0,0,39,0,1,2,622,4.0,2.0,2.0,2.0
0,1,63,1,0,0,622,4.0,4.0,3.0,3.0
0,0,38,1,0,0,622,2.0,2.0,3.0,3.0
0,0,30,1,0,0,622,2.0,3.0,3.0,2.0
0,1,29,1,0,0,622,3.0,4.0,3.0,2.0
0,1,31,1,0,0,622,4.0,3.0,2.0,2.0
0,1,15,1,0,0,622,1.0,3.0,3.0,3.0
1,1,53,1,1,2,622,4.0,4.0,1.0,3.0
1,1,54,1,1,2,3399,4.0,3.0,4.0,4.0
0,0,23,0,1,0,622,4.0,4.0,2.0,1.0
0,0,55,1,1,2,2950,2.0,2.0,2.0,2.0
0,1,38,0,1,2,265,1.0,3.0,2.0,2.0
0,0,61,0,1,2,265,1.0,4.0,2.0,2.0
0,0,22,0,1,0,265,4.0,4.0,2.0,2.0
1,1,39,1,1,2,1961,3.0,4.0,2.0,3.0
1,0,61,1,1,2,3725,3.0,4.0,2.0,3.0
1,0,44,1,1,2,3931,3.0,4.0,4.0,3.0
1,1,45,1,1,2,265,4.0,4.0,4.0,3.0
1,1,26,1,1,2,265,3.0,3.0,4.0,3.0
1,0,59,1,1,2,3004,4.0,4.0,1.0,3.0
1,0,53,1,1,2,265,4.0,4.0,1.0,3.0
1,1,47,1,1,2,3716,3.0,2.0,1.0,3.0
0,0,23,0,1,0,265,2.0,2.0,3.0,1.0
0,1,30,0,1,0,265,5.0,2.0,2.0,2.0
0,0,39,0,1,2,265,2.0,3.0,3.0,2.0
0,0,20,0,1,0,265,2.0,3.0,3.0,3.0
1,1,43,1,1,2,3676,3.0,5.0,1.0,3.0
0,1,38,1,1,0,265,3.0,3.0,3.0,3.0
0,1,25,0,1,0,265,3.0,3.0,3.0,2.0
1,0,27,1,1,0,265,3.0,3.0,1.0,3.0
0,1,40,1,0,0,265,4.0,2.0,3.0,3.0
0,1,44,1,0,0,287,4.0,3.0,2.0,2.0
0,1,16,1,0,0,287,1.0,3.0,3.0,3.0
0,0,9,1,0,0,265,1.0,3.0,2.0,2.0
0,0,19,1,0,0,265,2.0,2.0,3.0,3.0
0,1,67,1,0,0,287,4.0,3.0,3.0,3.0
0,0,56,1,0,0,265,3.0,1.0,3.0,2.0
0,1,56,1,0,0,323,2.0,2.0,3.0,1.0
0,1,27,1,0,0,265,5.0,2.0,2.0,1.0
0,1,33,1,0,0,265,1.0,2.0,2.0,1.0
0,1,65,1,0,0,265,2.0,4.0,2.0,1.0
0,1,44,1,0,0,265,4.0,1.0,2.0,3.0
0,1,63,1,0,0,265,1.0,2.0,2.0,3.0
0,0,21,1,0,0,287,5.0,2.0,2.0,2.0
0,1,68,1,0,0,265,4.0,3.0,3.0,3.0
0,1,45,1,0,0,287,3.0,3.0,3.0,2.0
0,1,51,1,0,0,265,1.0,3.0,3.0,3.0
1,0,49,1,1,2,265,3.0,3.0,3.0,3.0
1,0,38,1,1,1,265,4.0,2.0,1.0,4.0
0,0,31,1,0,1,265,1.0,2.0,2.0,1.0
1,0,57,1,1,2,3325,3.0,4.0,3.0,3.0
1,1,47,1,1,2,588,4.0,3.0,4.0,3.0
0,0,62,1,0,2,588,3.0,4.0,3.0,3.0
1,1,54,1,1,2,501,4.0,3.0,1.0,3.0
1,1,41,1,1,2,3036,4.0,4.0,3.0,3.0
1,1,33,1,1,2,3797,3.0,4.0,2.0,3.0
1,1,56,1,1,2,501,4.0,4.0,4.0,3.0
1,0,54,1,1,2,588,4.0,4.0,3.0,3.0
1,0,45,1,1,2,588,3.0,4.0,4.0,3.0
0,0,42,1,1,0,501,3.0,2.0,1.0,3.0
1,1,42,1,1,2,3228,4.0,4.0,4.0,3.0
0,0,22,0,1,0,501,2.0,4.0,2.0,1.0
0,1,42,1,1,0,588,2.0,3.0,4.0,3.0
1,1,59,1,1,2,588,3.0,3.0,3.0,4.0
0,1,27,0,1,0,501,2.0,3.0,3.0,2.0
0,0,25,0,1,0,501,3.0,2.0,3.0,3.0
0,1,39,0,1,0,188,4.0,2.0,2.0,1.0
0,0,9,1,0,0,501,4.0,4.0,2.0,3.0
1,0,34,1,0,0,501,3.0,4.0,3.0,3.0
0,1,9,1,0,0,501,3.0,4.0,3.0,2.0
0,0,52,1,0,0,501,2.0,2.0,3.0,3.0
1,1,51,1,1,2,3931,4.0,4.0,1.0,3.0
0,0,30,0,1,1,588,4.0,2.0,4.0,3.0
0,1,17,1,1,1,501,2.0,3.0,3.0,2.0
0,0,52,1,0,1,588,3.0,2.0,3.0,4.0
0,1,36,1,1,2,2054,2.0,1.0,4.0,3.0
0,0,47,0,1,2,436,4.0,4.0,2.0,1.0
0,0,26,0,1,2,196,4.0,3.0,1.0,2.0
1,1,26,0,1,2,196,1.0,3.0,3.0,4.0
1,0,47,1,1,2,234,3.0,4.0,1.0,3.0
1,1,34,1,1,2,3604,4.0,3.0,2.0,4.0
1,1,59,1,1,2,1659,3.0,3.0,4.0,3.0
0,1,26,0,1,2,299,2.0,3.0,2.0,2.0
1,0,55,1,1,2,1501,3.0,5.0,2.0,4.0
1,0,23,0,1,0,196,1.0,4.0,3.0,4.0
1,0,49,1,1,2,2650,3.0,4.0,2.0,4.0
1,1,38,1,1,2,196,3.0,4.0,3.0,4.0
0,1,27,0,1,2,436,4.0,4.0,2.0,1.0
1,1,55,1,1,2,234,3.0,3.0,3.0,3.0
1,0,54,1,1,2,147,4.0,3.0,1.0,3.0
1,0,20,0,1,2,299,2.0,4.0,3.0,3.0
1,0,44,1,1,2,3458,3.0,4.0,4.0,4.0
0,0,55,1,1,2,3571,3.0,2.0,3.0,3.0
1,1,44,1,1,2,299,4.0,3.0,3.0,4.0
1,0,49,1,1,2,299,3.0,1.0,1.0,3.0
0,1,57,0,1,2,234,5.0,2.0,2.0,2.0
1,0,34,1,1,2,1903,3.0,4.0,4.0,3.0
0,0,32,0,1,0,436,1.0,3.0,2.0,2.0
0,1,40,1,1,2,1742,2.0,2.0,1.0,3.0
1,1,43,1,1,2,3061,4.0,4.0,3.0,3.0
0,1,55,1,1,0,299,1.0,3.0,3.0,2.0
1,0,23,0,1,0,147,4.0,3.0,4.0,4.0
0,0,38,0,1,0,234,1.0,2.0,2.0,3.0
0,1,19,1,1,2,3757,3.0,3.0,1.0,3.0
1,1,59,1,1,2,3762,3.0,4.0,3.0,4.0
0,0,53,1,1,0,299,2.0,3.0,4.0,3.0
0,1,52,1,1,2,3454,3.0,3.0,4.0,3.0
0,1,47,1,1,2,1589,3.0,2.0,1.0,3.0
0,0,22,0,1,0,196,1.0,4.0,3.0,3.0
0,0,38,0,1,0,196,3.0,3.0,3.0,3.0
0,1,52,1,1,2,3774,3.0,2.0,1.0,3.0
0,0,25,0,1,2,234,1.0,4.0,3.0,3.0
1,0,35,1,1,0,234,3.0,2.0,4.0,3.0
1,0,22,1,1,2,436,2.0,3.0,1.0,2.0
0,1,16,0,1,0,234,1.0,3.0,3.0,3.0
1,1,50,1,1,0,299,2.0,2.0,4.0,3.0
1,1,8,1,1,2,3381,2.0,4.0,3.0,3.0
0,1,45,1,1,0,299,2.0,3.0,4.0,3.0
1,0,8,1,1,2,2342,2.0,1.0,1.0,2.0
1,0,15,1,0,0,234,3.0,3.0,1.0,2.0
0,1,8,1,0,0,234,4.0,4.0,3.0,2.0
0,1,17,1,0,0,299,0.0,4.0,3.0,3.0
0,0,38,1,0,0,196,4.0,3.0,3.0,2.0
0,0,16,1,0,0,196,2.0,4.0,3.0,3.0
0,1,25,1,0,0,299,3.0,3.0,2.0,2.0
0,1,39,1,0,0,299,4.0,2.0,3.0,2.0
0,1,7,1,0,0,234,3.0,3.0,3.0,2.0
0,1,25,1,0,0,299,1.0,4.0,3.0,3.0
0,1,66,1,0,0,436,3.0,3.0,3.0,2.0
0,1,18,1,0,0,234,2.0,2.0,2.0,1.0
0,1,31,1,0,0,196,4.0,3.0,3.0,2.0
0,0,59,1,0,0,196,4.0,4.0,3.0,3.0
0,0,67,1,0,0,436,3.0,1.0,2.0,4.0
0,1,41,1,0,0,299,2.0,4.0,3.0,3.0
1,1,45,1,0,0,299,0.0,3.0,4.0,4.0
0,1,14,1,0,0,299,3.0,4.0,3.0,2.0
1,1,64,1,0,0,147,4.0,4.0,3.0,3.0
0,0,22,1,0,0,234,3.0,4.0,3.0,1.0
1,0,52,1,1,2,2358,3.0,3.0,4.0,4.0
0,0,36,0,1,1,299,3.0,3.0,3.0,3.0
0,0,17,0,1,0,147,4.0,3.0,3.0,3.0
0,0,64,1,1,1,234,3.0,3.0,4.0,3.0
1,0,23,0,1,0,234,3.0,3.0,3.0,3.0
0,0,53,1,1,1,196,3.0,1.0,3.0,3.0
0,0,56,0,1,1,196,2.0,3.0,2.0,2.0
1,0,19,1,1,1,196,4.0,3.0,3.0,4.0
0,1,19,0,1,1,196,1.0,3.0,3.0,4.0
1,1,16,1,0,1,299,4.0,4.0,4.0,3.0
0,0,51,1,0,1,299,4.0,2.0,3.0,3.0
